 User ID , Movie ID , User Rating 
1,tt0120469,1.0
1,tt0039196,1.0
1,tt0067285,6.0
1,tt7388562,2.6
1,tt0984057,3.6
1,tt0251057,7.9
1,tt0816258,3.6
1,tt6215910,7.4
1,tt0077165,9.7
1,tt0440200,3.7
1,tt0053577,3.7
1,tt1921064,4.5
1,tt0064148,3.8
1,tt2262315,2.7
1,tt9170086,6.6
1,tt0061502,1.8
1,tt0043072,3.6
1,tt0118951,2.8
1,tt0097694,10.0
1,tt0066154,10.0
1,tt0041622,2.1
1,tt0140348,6.3
1,tt0049833,10.0
1,tt0073530,6.4
1,tt0085491,6.7
1,tt0059630,6.8
1,tt7777196,1.5
1,tt0059740,8.4
1,tt0295603,7.0
1,tt0342097,10.0
1,tt0102804,1.0
1,tt0384793,5.4
1,tt0137048,5.1
1,tt0479937,8.1
1,tt1067765,1.0
1,tt0111302,3.2
1,tt0110081,7.8
1,tt0054058,8.0
1,tt7023452,5.7
1,tt0148375,10.0
1,tt1798291,6.0
1,tt7183578,7.7
1,tt1920846,4.5
1,tt1708135,8.8
1,tt4866214,8.8
1,tt0094144,4.4
1,tt0029941,2.0
1,tt0077430,1.0
1,tt3507676,1.4
1,tt0086343,1.3
1,tt0113647,4.1
1,tt1745672,1.0
1,tt2950330,7.9
1,tt0386005,6.7
1,tt0304327,7.7
1,tt1068971,10.0
1,tt0080489,9.2
1,tt4144156,7.2
1,tt0060218,6.3
1,tt0034120,7.9
1,tt0059929,8.0
1,tt4720596,4.9
1,tt1798085,7.5
1,tt1539997,9.3
1,tt3127698,7.7
1,tt2017711,3.2
1,tt7943580,1.0
1,tt7108976,7.2
1,tt0372237,4.1
1,tt0051908,7.2
1,tt0443104,7.2
1,tt0059440,3.2
1,tt0094005,10.0
1,tt0027907,9.9
1,tt0094835,2.3
1,tt0419449,6.0
1,tt0044761,10.0
1,tt0124843,2.6
1,tt0047832,1.0
1,tt0045490,10.0
1,tt0447638,3.4
1,tt0148835,1.0
1,tt5990066,3.7
1,tt0060655,6.3
1,tt1647477,1.0
1,tt0074671,1.6
1,tt0361670,4.0
1,tt0804439,4.3
1,tt0119658,5.3
1,tt0376961,8.3
1,tt10925838,8.4
1,tt0099791,9.0
1,tt0241802,1.7
1,tt5519340,10.0
1,tt1890559,5.3
1,tt2452244,4.9
1,tt4833384,2.5
1,tt0466403,6.2
1,tt3433622,8.4
1,tt1728620,6.3
1,tt1603862,9.5
1,tt6786690,6.9
1,tt0463345,1.0
1,tt0108600,8.2
1,tt4596784,5.7
1,tt2140403,5.9
1,tt0197485,7.8
1,tt2254131,7.8
1,tt0056629,1.0
1,tt4466544,10.0
1,tt2872750,5.5
1,tt4807908,8.9
1,tt2638104,5.5
1,tt0099077,10.0
1,tt11027104,8.8
1,tt0216890,5.1
1,tt0119019,9.5
1,tt0273804,1.0
1,tt0405250,3.8
1,tt5074648,4.8
1,tt0027607,2.4
1,tt0102489,5.9
1,tt0927627,9.3
1,tt0068324,7.1
1,tt4216908,3.5
1,tt0091763,9.2
1,tt2806390,10.0
1,tt2006753,6.1
1,tt2103254,1.0
1,tt0256739,9.1
1,tt2294855,7.9
1,tt3564860,1.8
1,tt9261594,4.6
1,tt0032230,7.8
1,tt0317919,8.2
1,tt0069752,4.7
1,tt0284320,6.9
1,tt0088187,1.0
1,tt0188082,5.2
1,tt0101306,10.0
1,tt0495040,10.0
1,tt7846056,4.6
1,tt3294664,6.6
1,tt0330539,9.7
1,tt1934318,1.0
1,tt5847768,10.0
1,tt0043646,10.0
1,tt7684228,8.6
1,tt1172998,2.3
1,tt0057933,7.1
1,tt0356159,6.2
1,tt1996227,5.5
1,tt0291183,5.2
1,tt0101876,1.0
1,tt3487278,5.5
1,tt1361349,9.0
1,tt0085267,7.0
1,tt2342249,7.7
1,tt0390145,3.9
1,tt5765192,3.7
1,tt1046183,7.6
1,tt0059649,6.6
1,tt4953610,4.0
1,tt0099871,5.6
1,tt10958102,5.6
1,tt0092048,10.0
1,tt1810798,10.0
1,tt0019939,1.4
1,tt0030026,9.1
1,tt0407696,1.4
1,tt6220406,3.9
1,tt1483735,8.5
1,tt0084266,5.2
1,tt0466845,1.0
1,tt10341248,9.5
1,tt0948544,9.1
1,tt0082508,4.3
1,tt0274043,10.0
1,tt1183276,4.0
1,tt0099461,1.0
1,tt0310154,4.6
1,tt0075045,8.4
1,tt0486636,7.0
1,tt1859558,9.3
1,tt0120531,4.7
1,tt4203284,6.2
1,tt0070727,7.3
1,tt1296337,8.9
1,tt0054455,4.4
1,tt3238462,5.5
1,tt0052718,1.6
1,tt0054756,2.0
1,tt0048719,4.3
1,tt4524676,6.8
1,tt0210234,7.2
1,tt10244760,6.8
1,tt1504429,6.8
1,tt0071833,10.0
1,tt3862750,8.4
1,tt4705740,8.2
1,tt0087008,6.7
1,tt0104107,8.2
1,tt2244376,9.6
1,tt5028892,2.0
1,tt10695638,6.7
1,tt0230838,1.0
1,tt4356480,7.3
1,tt0054385,2.2
1,tt0054969,10.0
1,tt0014721,4.8
1,tt2130270,3.0
1,tt0418309,1.0
1,tt6902676,1.9
1,tt0078351,10.0
1,tt0470715,5.0
1,tt0078408,4.4
1,tt6791096,6.2
1,tt0043526,10.0
1,tt0139429,9.1
1,tt0199974,6.3
1,tt0298265,5.9
1,tt0064417,5.8
1,tt0159365,10.0
1,tt0306479,3.0
1,tt1841653,8.0
1,tt0051934,4.0
1,tt0282788,5.0
1,tt0056470,8.2
1,tt0012136,4.6
1,tt1743711,6.4
1,tt9782756,7.2
1,tt0082279,7.8
1,tt0067907,10.0
1,tt2170667,5.0
1,tt7122102,7.5
1,tt0038505,10.0
1,tt0032869,9.2
1,tt6515910,9.6
1,tt0401815,3.4
1,tt0447166,2.5
1,tt0105052,3.0
1,tt0421054,4.2
1,tt0013442,10.0
1,tt0804500,2.7
1,tt0995827,1.0
1,tt0044729,1.9
1,tt8986808,2.8
1,tt0103327,9.4
1,tt0103772,9.3
1,tt0036529,9.2
1,tt0054209,9.9
1,tt1307068,5.7
1,tt0351461,7.1
1,tt0067589,4.2
1,tt0379497,5.4
1,tt0075085,9.7
1,tt0069446,7.6
1,tt1623280,5.6
1,tt0082017,1.4
1,tt1337671,2.9
1,tt0070165,4.5
1,tt0045654,3.8
1,tt1954258,6.9
1,tt0037790,5.0
1,tt4699254,9.6
1,tt10728764,1.0
1,tt0265803,2.9
1,tt0064343,2.6
1,tt0111756,2.5
1,tt1540761,1.0
1,tt5070076,4.4
1,tt6141334,8.3
1,tt1468381,1.1
1,tt0430776,1.5
1,tt0323546,4.4
1,tt1722440,10.0
1,tt1332675,6.0
1,tt0040837,7.1
1,tt0052235,7.1
1,tt0056659,8.1
1,tt0012769,3.1
1,tt1206482,5.8
1,tt0115961,3.2
1,tt1897941,10.0
1,tt0112685,1.0
1,tt0184823,2.5
1,tt0352343,6.9
1,tt2217809,4.7
1,tt0211309,2.9
1,tt0411805,3.8
1,tt7897324,6.7
1,tt0080421,2.0
1,tt1534084,6.4
1,tt1064977,6.7
1,tt1323045,10.0
1,tt3012528,4.0
1,tt0026418,4.1
1,tt0780167,9.1
1,tt9068514,5.2
1,tt0050263,9.4
1,tt9214844,4.0
1,tt0486474,6.9
1,tt1740707,9.3
1,tt1629295,8.8
1,tt6818140,3.0
1,tt0220100,10.0
1,tt0093966,8.6
1,tt0079221,6.4
1,tt2085746,8.7
1,tt0101798,10.0
1,tt0103286,6.0
1,tt3827958,1.3
1,tt0462244,3.9
1,tt0268882,10.0
1,tt0855805,4.9
1,tt0096184,5.5
1,tt0096176,4.1
1,tt0098244,5.9
1,tt0080391,4.8
1,tt1883168,9.8
1,tt0078397,4.1
1,tt0107152,8.5
1,tt3352168,7.6
1,tt0027914,9.7
1,tt0169905,6.9
1,tt0120906,1.0
1,tt0043665,4.5
1,tt0115007,6.6
1,tt3034418,3.5
1,tt6409782,2.0
1,tt0067950,10.0
1,tt0108569,6.2
1,tt0424340,1.0
1,tt0120451,1.0
1,tt0062490,6.3
1,tt2391706,2.3
1,tt0455748,7.7
1,tt0299977,5.3
1,tt0120257,7.1
1,tt5389804,4.7
1,tt2421224,3.5
1,tt0083619,7.2
1,tt0096962,9.9
1,tt0107819,7.0
1,tt7856166,3.9
1,tt6760876,7.3
1,tt0368412,5.5
1,tt0110155,7.9
1,tt2113681,8.0
1,tt1748197,8.4
1,tt0070113,4.2
1,tt0024418,4.3
1,tt0424830,7.9
1,tt0047130,8.4
1,tt1185427,6.4
1,tt1023481,1.9
1,tt0074973,7.5
1,tt0889222,6.3
1,tt0113394,5.6
1,tt0037736,1.4
1,tt0290940,9.9
1,tt0080014,3.1
1,tt0077888,6.3
1,tt2654522,8.6
1,tt0128113,1.0
1,tt0067995,3.6
1,tt0086561,6.8
1,tt0143203,6.2
1,tt0230098,9.8
1,tt1728245,4.3
1,tt0094210,7.7
1,tt0111276,3.6
1,tt7134522,7.9
1,tt0041340,8.0
1,tt0138121,3.4
1,tt4761916,3.8
1,tt0048211,8.7
1,tt0072324,7.8
1,tt2191861,3.8
1,tt0072791,10.0
1,tt0465711,6.3
1,tt0105530,7.8
1,tt7239146,4.2
1,tt0025590,8.5
1,tt0071609,8.4
1,tt1196618,1.8
1,tt0811011,1.0
1,tt0052759,10.0
1,tt0091411,4.2
1,tt0436769,10.0
1,tt1465487,5.8
1,tt4063438,10.0
1,tt0010307,5.7
1,tt0062875,8.7
1,tt0134833,6.5
1,tt2536780,5.4
1,tt0132889,6.1
1,tt0417453,3.1
1,tt0096263,8.0
1,tt1153113,2.6
1,tt4682136,5.7
1,tt6423886,2.4
1,tt0064606,6.0
1,tt0463998,9.1
1,tt0298780,10.0
1,tt0139394,4.2
1,tt10214842,1.0
1,tt11905962,10.0
1,tt0337631,2.7
1,tt5288646,2.0
1,tt0236693,8.6
1,tt0462440,4.3
1,tt0444820,7.4
1,tt4730706,1.5
1,tt0194143,2.5
1,tt0290794,4.3
1,tt2144007,5.0
1,tt0033677,10.0
1,tt1326238,6.5
1,tt0275214,5.9
1,tt0037527,3.0
1,tt1437358,7.0
1,tt2171454,1.0
1,tt0064405,1.0
1,tt0083941,5.3
1,tt0342968,3.9
1,tt3177504,6.8
1,tt0299854,9.9
1,tt0407269,1.0
1,tt2179007,4.7
1,tt4643400,9.5
1,tt3086078,1.0
1,tt0057816,1.7
1,tt3124398,1.5
1,tt4192240,8.2
1,tt2766268,4.3
1,tt0756683,10.0
1,tt1087472,8.0
1,tt0060814,10.0
1,tt0112513,10.0
1,tt0241196,6.4
1,tt0105836,5.9
1,tt5687334,2.6
1,tt11506054,5.3
1,tt0923811,4.8
1,tt7313218,8.7
1,tt0063090,5.7
1,tt1722639,2.2
1,tt3862176,8.2
1,tt0064662,6.0
1,tt1642665,3.8
1,tt0068000,7.9
1,tt0094594,8.3
1,tt1189914,5.2
1,tt0390185,4.0
1,tt2141773,4.9
1,tt0094969,3.3
1,tt0025555,3.9
1,tt0080081,2.8
1,tt0092587,10.0
1,tt0258490,4.8
1,tt0486480,5.2
1,tt0098694,6.1
1,tt6966538,6.0
1,tt1839642,4.1
1,tt0421239,1.0
1,tt0095243,6.5
1,tt0375611,10.0
